pro_football_hall_of_fame	db:wgs84_pos#long	-81.39777777777778
pro_football_hall_of_fame	db:point	40.82111111111111 -81.39777777777778
pro_football_hall_of_fame	db:type	professional_sports
pro_football_hall_of_fame	db:numberofvisitors	191943
pro_football_hall_of_fame	db:homepage	profootballhof.com
franklin_institute	db:award-inv	stephen_timoshenko
franklin_institute	db:award-inv	allen_newell
national_corvette_museum	db:name	national corvette museum
national_corvette_museum	db:homepage	www.corvettemuseum.org
franklin_institute	db:award-inv	jay_wright_forrester
computer_history_museum	db:award-inv	jay_wright_forrester
franklin_institute	db:award-inv	richard_m._karp
the_cloisters	db:name	the cloisters
the_cloisters	db:location	fort_tryon_park
the_cloisters	db:location	manhattan
the_cloisters	db:location	new_york_city
the_cloisters	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
the_cloisters	db:wgs84_pos#lat	40.86484
the_cloisters	db:wgs84_pos#long	-73.931905
the_cloisters	db:point	40.86484 -73.931905
the_cloisters	db:foundingdate	1938-05-10
the_cloisters	db:collection	1,854
the_cloisters	db:type	medieval_art
the_cloisters	db:homepage	cloisters
new_mexico_museum_of_space_history	db:rdf-schema#seealso	list_of_inductees
new_mexico_museum_of_space_history	db:rdf-schema#seealso	the_international_space_hall_of_fame
computer_history_museum	db:award-inv	john_cocke
computer_history_museum	db:award-inv	fernando_j._corbat\u00f3
computer_history_museum	db:award-inv	edward_feigenbaum
natural_history_museum,_london	db:significantbuilding-inv	alfred_waterhouse
manchester_museum	db:significantbuilding-inv	alfred_waterhouse
natural_history_museum,_london	db:name	natural history museum
natural_history_museum,_london	db:location	london
natural_history_museum,_london	db:location	united_kingdom
natural_history_museum,_london	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
natural_history_museum,_london	db:wgs84_pos#lat	51.495983
natural_history_museum,_london	db:wgs84_pos#long	-0.176372
natural_history_museum,_london	db:point	51.495983 -0.176372
natural_history_museum,_london	db:numberofvisitors	5400000
natural_history_museum,_london	db:numberofvisitors	3
natural_history_museum,_london	db:numberofvisitors	2013
natural_history_museum,_london	db:director	michael_dixon_(museum_director)
natural_history_museum,_london	db:homepage	www.nhm.ac.uk
dulwich_picture_gallery	db:significantbuilding-inv	john_soane
sir_john_soane's_museum	db:significantbuilding-inv	john_soane
motorcycle_hall_of_fame	db:award-inv	malcolm_forbes
kilmainham_gaol	db:deathplace-inv	joseph_plunkett
national_maritime_museum	db:name	national maritime museum
national_maritime_museum	db:location	greenwich
national_maritime_museum	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
national_maritime_museum	db:wgs84_pos#lat	51.481111
national_maritime_museum	db:wgs84_pos#long	-0.005556
national_maritime_museum	db:point	51.481111 -0.005556
national_maritime_museum	db:collection	2 million+ objects
national_maritime_museum	db:numberofvisitors	2367904
national_maritime_museum	db:numberofvisitors	6
national_maritime_museum	db:director	kevin_fewster
national_maritime_museum	db:homepage	www.rmg.co.uk
art_institute_of_chicago	db:almamater-inv	eleanor_lambert
computer_history_museum	db:award-inv	marcian_hoff
saatchi_gallery	db:knownfor-inv	charles_saatchi
fitzwilliam_museum	db:name	fitzwilliam museum
fitzwilliam_museum	db:location	cambridge
fitzwilliam_museum	db:location	united_kingdom
fitzwilliam_museum	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
fitzwilliam_museum	db:wgs84_pos#lat	52.200278
fitzwilliam_museum	db:wgs84_pos#long	0.119444
fitzwilliam_museum	db:point	52.200278 0.119444
fitzwilliam_museum	db:numberofvisitors	470000
fitzwilliam_museum	db:numberofvisitors	31
fitzwilliam_museum	db:director	tim_knox
national_gallery_of_art	db:owl#differentfrom	eastern_columbia_building
national_gallery_of_art	db:rdf-schema#seealso	lists_of_painters
national_gallery_of_art	db:rdf-schema#seealso	national_gallery_of_art
wadsworth_atheneum	db:significantbuilding-inv	ithiel_town
rock_and_roll_hall_of_fame	db:award-inv	jann_wenner
franklin_institute	db:award-inv	arthur_e._kennelly
computer_history_museum	db:award-inv	bob_kahn
franklin_institute	db:award-inv	charles_francis_jenkins
new_york_botanical_garden	db:location	southern_boulevard_(bronx)
new_york_botanical_garden	db:location	the_bronx
new_york_botanical_garden	db:location	new_york
new_york_botanical_garden	db:yearofconstruction	1891
new_york_botanical_garden	db:architecturalstyle	victorian_era
new_york_botanical_garden	db:added	1967-05-28
new_york_botanical_garden	db:nrhpreferencenumber	67000009
new_york_botanical_garden	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
new_york_botanical_garden	db:wgs84_pos#lat	40.86361111111111
new_york_botanical_garden	db:wgs84_pos#long	-73.87833333333333
new_york_botanical_garden	db:point	40.86361111111111 -73.87833333333333
museum_of_modern_art	db:museum-inv	the_persistence_of_memory
museum_of_the_order_of_st_john	db:rdf-schema#seealso-inv	st_john's_gate,_clerkenwell
los_angeles_county_museum_of_art	db:name	los angeles county museum of art (lacma)
los_angeles_county_museum_of_art	db:location	wilshire_boulevard
los_angeles_county_museum_of_art	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
los_angeles_county_museum_of_art	db:wgs84_pos#lat	34.062895
los_angeles_county_museum_of_art	db:wgs84_pos#long	-118.357837
los_angeles_county_museum_of_art	db:point	34.062895 -118.357837
los_angeles_county_museum_of_art	db:type	art_museum
los_angeles_county_museum_of_art	db:director	michael_govan
los_angeles_county_museum_of_art	db:homepage	www.lacma.org
canadian_museum_of_history	db:name	canadian museum of history
canadian_museum_of_history	db:name	(mus\u00e9e canadien de l\u2019histoire)
canadian_museum_of_history	db:location	gatineau
canadian_museum_of_history	db:location	quebec
canadian_museum_of_history	db:location	canada
canadian_museum_of_history	db:numberofvisitors	1300000
canadian_museum_of_history	db:homepage	www.civilization.ca
isabella_stewart_gardner_museum	db:owl#differentfrom	gardiner_museum
isabella_stewart_gardner_museum	db:location	boston
isabella_stewart_gardner_museum	db:location	massachusetts
isabella_stewart_gardner_museum	db:yearofconstruction	1896
isabella_stewart_gardner_museum	db:architect	willard_t._sears
isabella_stewart_gardner_museum	db:added	1983-01-27
isabella_stewart_gardner_museum	db:nrhpreferencenumber	83000603
isabella_stewart_gardner_museum	db:name	isabella stewart gardner museum
isabella_stewart_gardner_museum	db:22-rdf-syntax-ns#type	wgs84_pos#spatialthing
